-7399,4075,15,79.99199859482435
-7399,4075,29,79.23223203517885
-7399,4075,22,78.35389084922144
-7399,4075,28,78.30256108353866
-7399,4075,14,77.04971333902415
-7399,4075,30,76.7193675844623
-7398,4075,15,76.46200185987962
-7399,4075,23,76.4043634079118
-7399,4075,16,76.32794227632262
-7398,4075,29,75.49605596210047
-7399,4075,21,75.08513107817068
-7398,4075,28,75.00440856956898
-7399,4075,27,74.9285609549148
-7398,4075,22,74.84411058623557
-7399,4074,30,74.32364396772017
-7399,4074,15,74.20062458516198
-7398,4075,14,73.93092824647673
-7399,4074,23,73.79772893832222
-7399,4074,29,73.57491760907348
-7399,4075,13,73.35196290059099
-7399,4074,22,73.29747879176568
-7399,4074,16,73.02778245308042
-7398,4075,30,72.74618563799385
-7398,4075,23,72.65915444310711
-7398,4076,15,72.43462256305337
-7399,4075,9,72.19259841648201
-7398,4075,16,71.93164821105555
-7398,4075,21,71.82870192122247
-7398,4075,27,71.64919112056647
-7399,4074,28,71.49864292512812
-7398,4076,28,71.28199690293067
-7398,4076,29,71.24357126828545
-7398,4076,22,70.78031296403661
-7398,4076,14,70.6160003621582
-7399,4075,8,70.48093712396494
-7399,4074,14,70.40136164923325
-7399,4075,24,70.34659078194044
-7398,4075,13,70.28063633441508
-7399,4074,24,69.83487029668383
-7399,4075,26,69.7856912195073
-7400,4073,24,69.50696198909574
-7399,4074,21,69.48617200020188
-7399,4074,9,69.36946130392873
-7399,4075,17,68.60166550719319
-7400,4073,30,68.54445719292661
-7398,4075,9,68.45685248110487
-7398,4076,27,68.29870518627774
-7398,4076,21,68.29426043003147
-7398,4076,23,68.28365036673391
-7399,4074,27,68.23016991254487
